Id,Level,TopicHeadings,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_MAT_L098_Q973,98,Multiplication (9x ),Each shelf holds 9 books. How many books are on 10 shelves?,88,89,90,91,90,MCQ,,
F_MAT_L098_Q974,98,Multiplication (9x ),A cat has 9 toy balls. How many toy balls do 5 cats have?,43,44,45,46,45,MCQ,,
F_MAT_L098_Q975,98,Multiplication (9x ),There are 9 flowers in each vase. How many flowers are in 6 vases?,52,53,54,55,54,MCQ,,
F_MAT_L098_Q976,98,Multiplication (9x ),Each box has 9 chocolates. How many chocolates are in 9 boxes?,79,80,81,82,81,MCQ,,
F_MAT_L098_Q977,98,Multiplication (9x ),A teacher gives 9 pencils to each of 2 students. How many pencils are given?,16,17,18,19,18,MCQ,,
F_MAT_L098_Q978,98,Multiplication (9x ),Each bag has 9 oranges. How many oranges are in 7 bags?,61,62,63,64,63,MCQ,,
F_MAT_L098_Q979,98,Multiplication (9x ),There are 9 birds on each tree. How many birds are on 4 trees?,34,35,36,37,36,MCQ,,
F_MAT_L098_Q980,98,Multiplication (9x ),A shop sells 9 balloons every hour. How many balloons are sold in 1 hour?,8,9,10,11,9,MCQ,,
F_MAT_L099_Q981,99,Multiplication (10x ),What is 10 × 1 ?,9,10,11,12,10,MCQ,,
F_MAT_L099_Q982,99,Multiplication (10x ),What is 10 × 2 ?,18,19,20,21,20,MCQ,,
F_MAT_L099_Q983,99,Multiplication (10x ),What is 10 × 3 ?,28,29,30,31,30,MCQ,,
F_MAT_L099_Q984,99,Multiplication (10x ),What is 10 × 4 ?,38,39,40,41,40,MCQ,,
F_MAT_L099_Q985,99,Multiplication (10x ),What is 10 × 5 ?,48,49,50,51,50,MCQ,,
F_MAT_L099_Q986,99,Multiplication (10x ),What is 10 × 6 ?,58,59,60,61,60,MCQ,,
F_MAT_L099_Q987,99,Multiplication (10x ),What is 10 × 7 ?,68,69,70,71,70,MCQ,,
F_MAT_L099_Q988,99,Multiplication (10x ),What is 10 × 8 ?,78,79,80,81,80,MCQ,,
F_MAT_L099_Q989,99,Multiplication (10x ),What is 10 × 9 ?,88,89,90,91,90,MCQ,,
F_MAT_L099_Q990,99,Multiplication (10x ),What is 10 × 10 ?,98,99,100,101,100,MCQ,,
F_MAT_L100_Q991,100,Multiplication (10x ),What is 8 × 10 ?,78,79,80,81,80,MCQ,,
F_MAT_L100_Q992,100,Multiplication (10x ),What is 2 × 10 ?,18,19,20,21,20,MCQ,,
F_MAT_L100_Q993,100,Multiplication (10x ),What is 10 × 10 ?,98,99,100,101,100,MCQ,,
F_MAT_L100_Q994,100,Multiplication (10x ),What is 5 × 10 ?,48,49,50,51,50,MCQ,,
F_MAT_L100_Q995,100,Multiplication (10x ),What is 1 × 10 ?,9,10,11,12,10,MCQ,,
F_MAT_L100_Q996,100,Multiplication (10x ),What is 7 × 10 ?,68,69,70,71,70,MCQ,,
F_MAT_L100_Q997,100,Multiplication (10x ),What is 3 × 10 ?,28,29,30,31,30,MCQ,,
F_MAT_L100_Q998,100,Multiplication (10x ),What is 9 × 10 ?,88,89,90,91,90,MCQ,,
F_MAT_L100_Q999,100,Multiplication (10x ),What is 6 × 10 ?,58,59,60,61,60,MCQ,,
F_MAT_L100_Q1000,100,Multiplication (10x ),What is 4 × 10 ?,38,39,40,41,40,MCQ,,
F_MAT_L101_Q1001,101,Multiplication (10x ),Each packet has 10 biscuits. How many biscuits are in 8 packets?,78,79,80,81,80,MCQ,,
F_MAT_L101_Q1002,101,Multiplication (10x ),There are 10 apples in each basket. How many apples are in 3 baskets?,28,29,30,31,30,MCQ,,
F_MAT_L101_Q1003,101,Multiplication (10x ),Each shelf holds 10 books. How many books are on 10 shelves?,98,99,100,101,100,MCQ,,
F_MAT_L101_Q1004,101,Multiplication (10x ),A box contains 10 crayons. How many crayons are in 5 boxes?,48,49,50,51,50,MCQ,,
F_MAT_L101_Q1005,101,Multiplication (10x ),There are 10 flowers in each vase. How many flowers are in 6 vases?,58,59,60,61,60,MCQ,,
F_MAT_L101_Q1006,101,Multiplication (10x ),Each bag has 10 oranges. How many oranges are in 9 bags?,88,89,90,91,90,MCQ,,
F_MAT_L101_Q1007,101,Multiplication (10x ),A teacher gives 10 pencils to each of 2 students. How many pencils are given?,18,19,20,21,20,MCQ,,
F_MAT_L101_Q1008,101,Multiplication (10x ),Each toy costs 10 dollars. What is the cost of 7 toys?,68,69,70,71,70,MCQ,,
F_MAT_L101_Q1009,101,Multiplication (10x ),A shop sells 10 balloons every hour. How many balloons are sold in 4 hours?,38,39,40,41,40,MCQ,,
F_MAT_L101_Q1010,101,Multiplication (10x ),A child gets 10 stickers. How many stickers does 1 child get?,9,10,11,12,10,MCQ,,
F_MAT_L102_Q1011,102,Division by 8 and 9,72 ÷ 8 = _____,,,,,9,FillBlank,,
F_MAT_L102_Q1012,102,Division by 8 and 9,27 ÷ 9 = _____,,,,,3,FillBlank,,
F_MAT_L102_Q1013,102,Division by 8 and 9,40 ÷ 8 = _____,,,,,5,FillBlank,,
F_MAT_L102_Q1014,102,Division by 8 and 9,54 ÷ 9 = _____,,,,,6,FillBlank,,
F_MAT_L102_Q1015,102,Division by 8 and 9,64 ÷ 8 = _____,,,,,8,FillBlank,,
F_MAT_L102_Q1016,102,Division by 8 and 9,81 ÷ 9 = _____,,,,,9,FillBlank,,
F_MAT_L102_Q1017,102,Division by 8 and 9,16 ÷ 8 = _____,,,,,2,FillBlank,,
F_MAT_L102_Q1018,102,Division by 8 and 9,36 ÷ 9 = _____,,,,,4,FillBlank,,
F_MAT_L102_Q1019,102,Division by 8 and 9,56 ÷ 8 = _____,,,,,7,FillBlank,,
F_MAT_L102_Q1020,102,Division by 8 and 9,18 ÷ 9 = _____,,,,,2,FillBlank,,
F_MAT_L103_Q1021,103,Division by 8 and 9,24 ÷ 8 = _____,,,,,3,FillBlank,,
F_MAT_L103_Q1022,103,Division by 8 and 9,45 ÷ 9 = _____,,,,,5,FillBlank,,
F_MAT_L103_Q1023,103,Division by 8 and 9,80 ÷ 8 = _____,,,,,10,FillBlank,,
F_MAT_L103_Q1024,103,Division by 8 and 9,63 ÷ 9 = _____,,,,,7,FillBlank,,
F_MAT_L103_Q1025,103,Division by 8 and 9,48 ÷ 8 = _____,,,,,6,FillBlank,,
F_MAT_L103_Q1026,103,Division by 8 and 9,9 ÷ 9 = _____,,,,,1,FillBlank,,
F_MAT_L103_Q1027,103,Division by 8 and 9,8 ÷ 8 = _____,,,,,1,FillBlank,,
F_MAT_L103_Q1028,103,Division by 8 and 9,72 ÷ 9 = _____,,,,,8,FillBlank,,
F_MAT_L103_Q1029,103,Division by 8 and 9,32 ÷ 8 = _____,,,,,4,FillBlank,,
F_MAT_L103_Q1030,103,Division by 8 and 9,90 ÷ 9 = _____,,,,,10,FillBlank,,
F_MAT_L104_Q1031,104,Challenge 10: Mixed Operations,27|15|+,,,,,42,ColumnMath,,
F_MAT_L104_Q1032,104,Challenge 10: Mixed Operations,48 ÷ 6 = _____,,,,,8,FillBlank,,
F_MAT_L104_Q1033,104,Challenge 10: Mixed Operations,63|28|-,,,,,35,ColumnMath,,
F_MAT_L104_Q1034,104,Challenge 10: Mixed Operations,7 × 8 = _____,,,,,56,FillBlank,,
F_MAT_L104_Q1035,104,Challenge 10: Mixed Operations,19|34|+,,,,,53,ColumnMath,,
F_MAT_L104_Q1036,104,Challenge 10: Mixed Operations,72 ÷ 9 = _____,,,,,8,FillBlank,,
F_MAT_L104_Q1037,104,Challenge 10: Mixed Operations,90|47|-,,,,,43,ColumnMath,,
F_MAT_L104_Q1038,104,Challenge 10: Mixed Operations,6 × 9 = _____,,,,,54,FillBlank,,
F_MAT_L104_Q1039,104,Challenge 10: Mixed Operations,56|18|+,,,,,74,ColumnMath,,
F_MAT_L104_Q1040,104,Challenge 10: Mixed Operations,40 ÷ 5 = _____,,,,,8,FillBlank,,
F_MAT_L105_Q1041,105,Challenge 10: Mixed Operations,81|36|-,,,,,45,ColumnMath,,
F_MAT_L105_Q1042,105,Challenge 10: Mixed Operations,4 × 9 = _____,,,,,36,FillBlank,,
F_MAT_L105_Q1043,105,Challenge 10: Mixed Operations,38|27|+,,,,,65,ColumnMath,,
F_MAT_L105_Q1044,105,Challenge 10: Mixed Operations,64 ÷ 8 = _____,,,,,8,FillBlank,,
F_MAT_L105_Q1045,105,Challenge 10: Mixed Operations,75|29|-,,,,,46,ColumnMath,,
F_MAT_L105_Q1046,105,Challenge 10: Mixed Operations,5 × 7 = _____,,,,,35,FillBlank,,
F_MAT_L105_Q1047,105,Challenge 10: Mixed Operations,46|29|+,,,,,75,ColumnMath,,
F_MAT_L105_Q1048,105,Challenge 10: Mixed Operations,42 ÷ 7 = _____,,,,,6,FillBlank,,
F_MAT_L105_Q1049,105,Challenge 10: Mixed Operations,100|58|-,,,,,42,ColumnMath,,
F_MAT_L105_Q1050,105,Challenge 10: Mixed Operations,3 × 8 = _____,,,,,24,FillBlank,,
