Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,Subscription
F_ENG_L092_Q925,92,Interjection,___! A car is coming your way.,Watch out,Large,Tree,Walk,Watch out,MCQ,,
F_ENG_L092_Q926,92,Interjection,___! We are going on a picnic today.,Jump,Apple,Cold,Yay,Yay,MCQ,,
F_ENG_L092_Q927,92,Interjection,___! The fireworks were spectacular.,Draw,Door,Soft,Wow,Wow,MCQ,,
F_ENG_L092_Q928,92,Interjection,___! I stepped on a toy.,Book,Sing,Ouch,Warm,Ouch,MCQ,,
F_ENG_L092_Q929,92,Interjection,___! The little ducklings are adorable.,Window,Sharp,Aww,Read,Aww,MCQ,,
F_ENG_L092_Q930,92,Interjection,___! You nearly dropped the cake.,Chair,Slow,Careful,Write,Careful,MCQ,,
F_ENG_L093_Q931,93,Interjection,___! I got a perfect score in math.,Hooray,Table,Talk,Heavy,Hooray,MCQ,,
F_ENG_L093_Q932,93,Interjection,___! I left my ticket at home.,Green,Run,Oh no,School,Oh no,MCQ,,
F_ENG_L093_Q933,93,Interjection,___! That roller coaster was scary.,Jump,Yikes,Desk,Blue,Yikes,MCQ,,
F_ENG_L093_Q934,93,Interjection,___! The magician pulled a rabbit from a hat.,Happy,Swim,Wow,Tree,Wow,MCQ,,
F_ENG_L093_Q935,93,Interjection,___! You performed very well on stage.,Apple,Walk,Tall,Bravo,Bravo,MCQ,,
F_ENG_L093_Q936,93,Interjection,___! I spilled juice on my shirt.,Oops,Chair,Run,Green,Oops,MCQ,,
F_ENG_L093_Q937,93,Interjection,___! That puppy is so cute.,Wow,Desk,Jump,Tall,Wow,MCQ,,
F_ENG_L093_Q938,93,Interjection,___! I forgot to do my homework.,Oh no,Apple,Walk,Heavy,Oh no,MCQ,,
F_ENG_L093_Q939,93,Interjection,___! The fireworks are amazing.,Wow,Swim,Blue,Quickly,Wow,MCQ,,
F_ENG_L093_Q940,93,Interjection,___! I won the race!,Hooray,School,Desk,Kind,Hooray,MCQ,,
F_ENG_L094_Q941,94,,,,,,,,Lesson,English/capital_letters.md,
F_ENG_L094_Q942,94,Capital Letters,Which sentence is written correctly?,My name is Rahim.,My Name Is Rahim.,my name Is rahim.,my name is rahim.,My name is Rahim.,MCQ,,
F_ENG_L094_Q943,94,Capital Letters,Which word should begin with a capital letter?,pencil,bangladesh,apple,book,bangladesh,MCQ,,
F_ENG_L094_Q944,94,Capital Letters,Which sentence is correct?,i live in dhaka.,I live in dhaka.,I live in Dhaka.,i Live in Dhaka.,I live in Dhaka.,MCQ,,
F_ENG_L094_Q945,94,Capital Letters,Which word should start with a capital letter?,monday,bag,chair,table,monday,MCQ,,
F_ENG_L094_Q946,94,Capital Letters,Which sentence is written correctly?,We visited cox's bazar.,we visited cox's bazar.,We visited Cox's Bazar.,we visited Cox's bazar.,We visited Cox's Bazar.,MCQ,,
F_ENG_L094_Q947,94,Capital Letters,Which word needs a capital letter?,cat,january,bird,dog,january,MCQ,,
F_ENG_L094_Q948,94,Capital Letters,Choose the correct sentence.,she Is reading a book.,She Is Reading A Book.,She is reading a book.,she is reading a book.,She is reading a book.,MCQ,,
F_ENG_L094_Q949,94,Capital Letters,Which name is written correctly?,rINA,RINA,Rina,rina,Rina,MCQ,,
F_ENG_L094_Q950,94,Capital Letters,Which sentence begins correctly?,The sun is shining.,the sun is shining.,the Sun is shining.,The Sun Is Shining.,The sun is shining.,MCQ,,
F_ENG_L094_Q951,94,Capital Letters,Which word should be capitalized?,desk,friday,door,pen,friday,MCQ,,
F_ENG_L095_Q952,95,Capital Letters,Which sentence is correct?,my Teacher is Mr. Ali.,My teacher is Mr. Ali.,My teacher is mr. Ali.,my teacher is mr. ali.,My teacher is Mr. Ali.,MCQ,,
F_ENG_L095_Q953,95,Capital Letters,Which word should start with a capital letter?,lake,bangladesh,river,mountain,bangladesh,MCQ,,
F_ENG_L095_Q954,95,Capital Letters,Which word should begin with a capital letter?,orange,mango,apple,march,march,MCQ,,
F_ENG_L095_Q955,95,Capital Letters,Choose the correct sentence.,i like english.,i Like English.,I like English.,I Like english.,I like English.,MCQ,,
F_ENG_L095_Q956,95,Capital Letters,Which word is written correctly?,dHAKA,Dhaka,dhaka,DHAKA,Dhaka,MCQ,,
F_ENG_L095_Q957,95,Capital Letters,Which sentence is correct?,Rahim And Karim Are Friends.,rahim And Karim are friends.,rahim and karim are friends.,Rahim and Karim are friends.,Rahim and Karim are friends.,MCQ,,
F_ENG_L095_Q958,95,Capital Letters,Which word should start with a capital letter?,tree,ball,sunday,book,sunday,MCQ,,
F_ENG_L095_Q959,95,Capital Letters,Choose the correct sentence.,we Went to Chittagong.,we went to chittagong.,We went to Chittagong.,We went to chittagong.,We went to Chittagong.,MCQ,,
F_ENG_L095_Q960,95,Capital Letters,Which word is a proper name and needs a capital letter?,girl,rahim,city,boy,rahim,MCQ,,
F_ENG_L095_Q961,95,Capital Letters,Which sentence is correct?,my birthday is in july.,My birthday is in July.,my Birthday is in July.,My Birthday is in july.,My birthday is in July.,MCQ,,
F_ENG_L096_Q962,96,Capital Letters,Which sentence uses capitals correctly?,i saw the buriganga river.,I Saw the Buriganga river.,I saw the Buriganga River.,i saw the Buriganga River.,I saw the Buriganga River.,MCQ,,
F_ENG_L096_Q963,96,Capital Letters,Which word should start with a capital letter?,teacher,april,student,class,april,MCQ,,
F_ENG_L096_Q964,96,Capital Letters,Choose the correct sentence.,My favorite subject is Math.,my favorite subject is math.,my favorite Subject is Math.,My Favorite Subject Is Math.,My favorite subject is Math.,MCQ,,
F_ENG_L096_Q965,96,Capital Letters,Which sentence is written correctly?,The president Lives in dhaka.,the President lives in Dhaka.,The President lives in Dhaka.,the president lives in dhaka.,The President lives in Dhaka.,MCQ,,
F_ENG_L096_Q966,96,Capital Letters,What type of letter should begin a sentence?,capital letter,symbol,small letter,number,capital letter,MCQ,,
F_ENG_L096_Q967,96,Capital Letters,Which sentence is written correctly?,My Friend lives in khulna.,My friend lives in Khulna.,my Friend Lives in Khulna.,my friend lives in khulna.,My friend lives in Khulna.,MCQ,,
F_ENG_L096_Q968,96,Capital Letters,Which word should begin with a capital letter?,river,august,pencil,chair,august,MCQ,,
F_ENG_L096_Q969,96,Capital Letters,Choose the correct sentence.,I went to school early.,i went to school early.,I Went To School Early.,i Went to school early.,I went to school early.,MCQ,,
F_ENG_L096_Q970,96,Capital Letters,Which name is written correctly?,SALIM,salim,sALIM,Salim,Salim,MCQ,,
F_ENG_L096_Q971,96,Capital Letters,Which sentence is correct?,my Birthday is in December.,my birthday is in december.,My Birthday is in december.,My birthday is in December.,My birthday is in December.,MCQ,,
F_ENG_L097_Q972,97,Capital Letters,Which word should start with a capital letter?,tuesday,book,door,table,tuesday,MCQ,,
F_ENG_L097_Q973,97,Capital Letters,Choose the correct sentence.,we Visited sylhet last year.,We visited Sylhet last year.,We Visited Sylhet Last Year.,we visited sylhet last year.,We visited Sylhet last year.,MCQ,,
F_ENG_L097_Q974,97,Capital Letters,Which country name should begin with a capital letter?,india,pen,bag,tree,india,MCQ,,
F_ENG_L097_Q975,97,Capital Letters,Which sentence is written correctly?,RAHIM likes cricket.,Rahim likes cricket.,rahim Likes Cricket.,rahim likes cricket.,Rahim likes cricket.,MCQ,,
F_ENG_L097_Q976,97,Capital Letters,Which month should start with a capital letter?,mango,banana,november,apple,november,MCQ,,
F_ENG_L097_Q977,97,Capital Letters,Choose the correct sentence.,my Favorite city is Dhaka.,My favorite city is Dhaka.,My Favorite City Is Dhaka.,my favorite city is dhaka.,My favorite city is Dhaka.,MCQ,,
F_ENG_L097_Q978,97,Capital Letters,Which word is written correctly?,Bangladesh,bangladesh,BANGLADESH,bANGLADESH,Bangladesh,MCQ,,
F_ENG_L097_Q979,97,Capital Letters,Which sentence is correct?,The meeting is on Friday.,the meeting is on friday.,the Meeting is on friday.,The Meeting Is On Friday.,The meeting is on Friday.,MCQ,,
F_ENG_L097_Q980,97,Capital Letters,Which word should begin with a capital letter?,friend,teacher,june,student,june,MCQ,,
F_ENG_L097_Q981,97,Capital Letters,Choose the correct sentence.,i Enjoy reading english books.,i enjoy reading english stories,I Enjoy Reading English Books.,I enjoy reading English books.,I enjoy reading English books.,MCQ,,
F_ENG_L098_Q982,98,Capital Letters,Which sentence is written correctly?,salma And Rita are sisters.,salma and rita are sisters.,Salma And Rita Are Sisters.,Salma and Rita are sisters.,Salma and Rita are sisters.,MCQ,,
F_ENG_L098_Q983,98,Capital Letters,Which day of the week should start with a capital letter?,house,dog,wednesday,car,wednesday,MCQ,,
F_ENG_L098_Q984,98,Capital Letters,Choose the correct sentence.,We went to Rangamati during vacation.,we went to rangamati during vacation.,We Went To Rangamati During Vacation.,we Went to rangamati during vacation.,We went to Rangamati during vacation.,MCQ,,
F_ENG_L098_Q985,98,Capital Letters,Which word needs a capital letter?,nila,friend,boy,girl,nila,MCQ,,
F_ENG_L098_Q986,98,Capital Letters,Which sentence is correct?,My Uncle Lives In India.,My uncle lives in India.,my Uncle lives in india.,my uncle lives in india.,My uncle lives in India.,MCQ,,
F_ENG_L098_Q987,98,Capital Letters,Choose the correct sentence.,the Padma river is very long.,the padma river is very long.,The padma River is very long.,The Padma River is very long.,The Padma River is very long.,MCQ,,
F_ENG_L098_Q988,98,Capital Letters,Which word should start with a capital letter?,september,class,board,lesson,september,MCQ,,
F_ENG_L098_Q989,98,Capital Letters,Which sentence is written correctly?,i met mr. hasan yesterday.,i Met mr. Hasan yesterday.,I Met Mr. Hasan Yesterday.,I met Mr. Hasan yesterday.,I met Mr. Hasan yesterday.,MCQ,,
F_ENG_L098_Q990,98,Capital Letters,Which sentence uses capitals correctly?,My school is in Gazipur.,My School Is In Gazipur.,my school is in gazipur.,my School is in gazipur.,My school is in Gazipur.,MCQ,,
F_ENG_L098_Q991,98,Capital Letters,Which type of letter is used for names?,capital letter,symbol,number,small letter,capital letter,MCQ,,
F_ENG_L099_Q992,99,Capital Letters,Which sentence is written correctly?,My Brother Studies In Rajshahi.,my Brother studies in rajshahi.,My brother studies in Rajshahi.,my brother studies in rajshahi.,My brother studies in Rajshahi.,MCQ,,
F_ENG_L099_Q993,99,Capital Letters,Which word should begin with a capital letter?,october,clock,eraser,desk,october,MCQ,,
F_ENG_L099_Q994,99,Capital Letters,Choose the correct sentence.,I have a new bicycle.,I Have A New Bicycle.,i Have a new bicycle.,i have a new bicycle.,I have a new bicycle.,MCQ,,
F_ENG_L099_Q995,99,Capital Letters,Which name is written correctly?,kARIM,karim,Karim,KARIM,Karim,MCQ,,
F_ENG_L099_Q996,99,Capital Letters,Which sentence is correct?,my Favorite month is may.,My Favorite Month Is May.,my favorite month is may.,My favorite month is May.,My favorite month is May.,MCQ,,
F_ENG_L099_Q997,99,Capital Letters,Which word should start with a capital letter?,saturday,ball,door,book,saturday,MCQ,,
F_ENG_L099_Q998,99,Capital Letters,Choose the correct sentence.,We Visited Bandarban Last Winter.,we visited bandarban last winter.,We visited Bandarban last winter.,we Visited bandarban last winter.,We visited Bandarban last winter.,MCQ,,
F_ENG_L099_Q999,99,Capital Letters,Which country name should begin with a capital letter?,pen,nepal,table,chair,nepal,MCQ,,
F_ENG_L099_Q1000,99,Capital Letters,Which sentence is written correctly?,Nila likes drawing pictures.,NILA likes drawing pictures.,nila likes drawing pictures.,nila Likes Drawing Pictures.,Nila likes drawing pictures.,MCQ,,
F_ENG_L099_Q1001,99,Capital Letters,Which month should start with a capital letter?,mango,orange,apple,february,february,MCQ,,
F_ENG_L100_Q1002,100,Capital Letters,Choose the correct sentence.,My cousin lives in Barisal.,my Cousin lives in barisal.,My Cousin Lives In Barisal.,my cousin lives in barisal.,My cousin lives in Barisal.,MCQ,,
F_ENG_L100_Q1003,100,Capital Letters,Which word is written correctly?,China,cHINA,china,CHINA,China,MCQ,,
F_ENG_L100_Q1004,100,Capital Letters,Which sentence is correct?,The exam is on Monday.,the Exam is on monday.,The Exam Is On Monday.,the exam is on monday.,The exam is on Monday.,MCQ,,
F_ENG_L100_Q1005,100,Capital Letters,Which word should begin with a capital letter?,class,april,teacher,friend,april,MCQ,,
F_ENG_L100_Q1006,100,Capital Letters,Choose the correct sentence.,My favorite subject is Mathematics.,i Enjoy learning mathematics.,I Enjoy Learning Mathematics.,i enjoy learning mathematics.,My favorite subject is Mathematics.,MCQ,,
F_ENG_L100_Q1007,100,Capital Letters,Which sentence is written correctly?,Rabeya and Sumaiya are classmates.,rabeya And Sumaiya are classmates.,rabeya and sumaiya are classmates.,Rabeya And Sumaiya Are Classmates.,Rabeya and Sumaiya are classmates.,MCQ,,
F_ENG_L100_Q1008,100,Capital Letters,Which day of the week should start with a capital letter?,car,thursday,house,tree,thursday,MCQ,,
F_ENG_L100_Q1009,100,Capital Letters,Choose the correct sentence.,we traveled to cox's bazar by bus.,We traveled to Cox's Bazar by bus.,We Traveled To Cox's Bazar By Bus.,we Traveled to cox's bazar by bus.,We traveled to Cox's Bazar by bus.,MCQ,,
F_ENG_L100_Q1010,100,Capital Letters,Which word needs a capital letter?,boy,girl,friend,rahima,rahima,MCQ,,
F_ENG_L100_Q1011,100,Capital Letters,Which sentence is correct?,My Aunt Works In Pakistan.,my Aunt works in pakistan.,my aunt works in pakistan.,My aunt works in Pakistan.,My aunt works in Pakistan.,MCQ,,
F_ENG_L101_Q1012,101,Vocabulary 2,The elephant is big but the ant is ______.,,,,,small,FillBlank,,
F_ENG_L101_Q1013,101,Vocabulary 2,The giraffe is tall and the rabbit is ______.,,,,,short,FillBlank,,
F_ENG_L101_Q1014,101,Vocabulary 2,The soup is hot but the ice cream is ______.,,,,,cold,FillBlank,,
F_ENG_L101_Q1015,101,Vocabulary 2,The box is heavy but the feather is ______.,,,,,light,FillBlank,,
F_ENG_L101_Q1016,101,Vocabulary 2,The road is wide but the path is ______.,,,,,narrow,FillBlank,,
F_ENG_L101_Q1017,101,Vocabulary 2,The lion is strong but the kitten is ______.,,,,,weak,FillBlank,,
F_ENG_L101_Q1018,101,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,,
F_ENG_L101_Q1019,101,Vocabulary 2,The old man walks slowly but the young boy walks ______.,,,,,fast,FillBlank,,
F_ENG_L101_Q1020,101,Vocabulary 2,The classroom is clean but the garage is ______.,,,,,dirty,FillBlank,,
F_ENG_L101_Q1021,101,Vocabulary 2,The king was rich but the beggar was ______.,,,,,poor,FillBlank,,
F_ENG_L102_Q1022,102,Vocabulary 2,The bag is full but the bottle is ______.,,,,,empty,FillBlank,,
F_ENG_L102_Q1023,102,Vocabulary 2,The exam was easy but the puzzle was ______.,,,,,difficult,FillBlank,,
F_ENG_L102_Q1024,102,Vocabulary 2,The tiger is wild but the cow is ______.,,,,,tame,FillBlank,,
F_ENG_L102_Q1025,102,Vocabulary 2,The water is deep but the puddle is ______.,,,,,shallow,FillBlank,,
F_ENG_L102_Q1026,102,Vocabulary 2,The movie was interesting but the lecture was ______.,,,,,boring,FillBlank,,
F_ENG_L102_Q1027,102,Vocabulary 2,The glass is hard but the pillow is ______.,,,,,soft,FillBlank,,
F_ENG_L102_Q1028,102,Vocabulary 2,The room is bright but the basement is ______.,,,,,dark,FillBlank,,
F_ENG_L102_Q1029,102,Vocabulary 2,The train arrived early but the bus arrived ______.,,,,,late,FillBlank,,
F_ENG_L102_Q1030,102,Vocabulary 2,The tree is alive but the fallen leaf is ______.,,,,,dead,FillBlank,,
F_ENG_L102_Q1031,102,Vocabulary 2,The market is crowded but the park is ______.,,,,,empty,FillBlank,,
F_ENG_L103_Q1032,103,Vocabulary 2,The rope is tight but the knot is ______.,,,,,loose,FillBlank,,
F_ENG_L103_Q1033,103,Vocabulary 2,The boy was happy but the girl was ______.,,,,,sad,FillBlank,,
F_ENG_L103_Q1034,103,Vocabulary 2,The question was simple but the answer was ______.,,,,,complex,FillBlank,,
F_ENG_L103_Q1035,103,Vocabulary 2,The summer day is long but the winter day is ______.,,,,,short,FillBlank,,
F_ENG_L103_Q1036,103,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,,
F_ENG_L103_Q1037,103,Vocabulary 2,The soup is hot but the ice cream is ______.,,,,,cold,FillBlank,,
F_ENG_L103_Q1038,103,Vocabulary 2,The car is fast but the bicycle is ______.,,,,,slow,FillBlank,,
F_ENG_L103_Q1039,103,Vocabulary 2,The box is heavy but the feather is ______.,,,,,light,FillBlank,,
F_ENG_L103_Q1040,103,Vocabulary 2,The story is old but the movie is ______.,,,,,new,FillBlank,,
F_ENG_L103_Q1041,103,Vocabulary 2,The mountain is high but the valley is ______.,,,,,low,FillBlank,,
F_ENG_L104_Q1042,104,Fill in the Blank : Pronoun,My parrot likes to sing. ______ sings beautifully.,,,,,It,FillBlank,,
F_ENG_L104_Q1043,104,Fill in the Blank : Pronoun,The lion and the tiger are sleeping. ______ are tired.,,,,,They,FillBlank,,
F_ENG_L104_Q1044,104,Fill in the Blank : Pronoun,Rina is my best friend. ______ helps me with my homework.,,,,,She,FillBlank,,
F_ENG_L104_Q1045,104,Fill in the Blank : Pronoun,John is a good football player. ______ plays very well.,,,,,He,FillBlank,,
F_ENG_L104_Q1046,104,Fill in the Blank : Pronoun,The books are on the table. ______ belong to the library.,,,,,They,FillBlank,,
F_ENG_L104_Q1047,104,Fill in the Blank : Pronoun,My brother and I went to the park. ______ had a great time.,,,,,We,FillBlank,,
F_ENG_L104_Q1048,104,Fill in the Blank : Pronoun,The dog is barking loudly. ______ wants some food.,,,,,It,FillBlank,,
F_ENG_L104_Q1049,104,Fill in the Blank : Pronoun,Sarah and Mina are classmates. ______ study together.,,,,,They,FillBlank,,
F_ENG_L104_Q1050,104,Fill in the Blank : Pronoun,I am learning Python. ______ enjoy coding very much.,,,,,I,FillBlank,,
F_ENG_L104_Q1051,104,Fill in the Blank : Pronoun,You have completed the project. ______ did a great job.,,,,,You,FillBlank,,
F_ENG_L105_Q1052,105,Fill in the Blank : Pronoun,The flowers are blooming. ______ look beautiful.,,,,,They,FillBlank,,
F_ENG_L105_Q1053,105,Fill in the Blank : Pronoun,My father is a teacher. ______ teaches mathematics.,,,,,He,FillBlank,,
F_ENG_L105_Q1054,105,Fill in the Blank : Pronoun,The baby is sleeping peacefully. ______ is very quiet.,,,,,It,FillBlank,,
F_ENG_L105_Q1055,105,Fill in the Blank : Pronoun,My mother and aunt are cooking. ______ are preparing dinner.,,,,,They,FillBlank,,
F_ENG_L105_Q1056,105,Fill in the Blank : Pronoun,Tom has a new bicycle. ______ rides it every day.,,,,,He,FillBlank,,
F_ENG_L105_Q1057,105,Fill in the Blank : Pronoun,The cat is under the chair. ______ is hiding there.,,,,,It,FillBlank,,
F_ENG_L105_Q1058,105,Fill in the Blank : Pronoun,My friends invited me to the picnic. ______ are very kind.,,,,,They,FillBlank,,
F_ENG_L105_Q1059,105,Fill in the Blank : Pronoun,Lisa is reading a novel. ______ loves reading books.,,,,,She,FillBlank,,
F_ENG_L105_Q1060,105,Fill in the Blank : Pronoun,The students are taking an exam. ______ are very focused.,,,,,They,FillBlank,,
F_ENG_L105_Q1061,105,Fill in the Blank : Pronoun,David and I are working on a project. ______ will finish it soon.,,,,,We,FillBlank,,
F_ENG_L106_Q1062,106,Fill in the Blank : Pronoun,The bird is building a nest. ______ works hard every day.,,,,,It,FillBlank,,
F_ENG_L106_Q1063,106,Fill in the Blank : Pronoun,My uncle lives in Dhaka. ______ works in a bank.,,,,,He,FillBlank,,
F_ENG_L106_Q1064,106,Fill in the Blank : Pronoun,Emma is an excellent singer. ______ performs on stage often.,,,,,She,FillBlank,,
F_ENG_L106_Q1065,106,Fill in the Blank : Pronoun,The children are playing in the field. ______ are having fun.,,,,,They,FillBlank,,
F_ENG_L106_Q1066,106,Fill in the Blank : Pronoun,You and I are good friends. ______ help each other.,,,,,We,FillBlank,,
F_ENG_L106_Q1067,106,Fill in the Blank : Pronoun,Mrs. Khan teacher entered the classroom. ______ greeted the students.,,,,,She,FillBlank,,
F_ENG_L106_Q1068,106,Fill in the Blank : Pronoun,My grandparents live in a village. ______ enjoy a peaceful life.,,,,,They,FillBlank,,
F_ENG_L106_Q1069,106,Fill in the Blank : Pronoun,The airplane is flying high in the sky. ______ will land soon.,,,,,It,FillBlank,,
F_ENG_L106_Q1070,106,Fill in the Blank : Pronoun,Jack and Peter play cricket every weekend. ______ are very talented.,,,,,They,FillBlank,,
F_ENG_L106_Q1071,106,Fill in the Blank : Pronoun,I have a pet rabbit. ______ loves eating carrots.,,,,,It,FillBlank,,
F_ENG_L107_Q1072,107,Fill in the Blank : Pronoun,Sophia is studying for her exam. ______ wants to get good grades.,,,,,She,FillBlank,,
F_ENG_L107_Q1073,107,Fill in the Blank : Pronoun,My brother and I went shopping. ______ bought some clothes.,,,,,We,FillBlank,,
F_ENG_L107_Q1074,107,Fill in the Blank : Pronoun,The computer is not working. ______ needs to be repaired.,,,,,It,FillBlank,,
F_ENG_L107_Q1075,107,Fill in the Blank : Pronoun,The boys are swimming in the river. ______ are enjoying the water.,,,,,They,FillBlank,,
F_ENG_L107_Q1076,107,Fill in the Blank : Pronoun,Mr. Hasan is our principal. ______ is very kind.,,,,,He,FillBlank,,
F_ENG_L107_Q1077,107,Fill in the Blank : Pronoun,The train arrived at the station. ______ was ten minutes late.,,,,,It,FillBlank,,
F_ENG_L107_Q1078,107,Fill in the Blank : Pronoun,My sister loves painting. ______ creates beautiful artwork.,,,,,She,FillBlank,,
F_ENG_L107_Q1079,107,Fill in the Blank : Pronoun,You have solved the problem correctly. ______ are very smart.,,,,,You,FillBlank,,
F_ENG_L107_Q1080,107,Fill in the Blank : Pronoun,The cows are grazing in the field. ______ look healthy.,,,,,They,FillBlank,,
F_ENG_L107_Q1081,107,Fill in the Blank : Pronoun,Daniel is reading a newspaper. ______ wants to know the latest news.,,,,,He,FillBlank,,
F_ENG_L108_Q1082,108,Fill in the Blank : Pronoun,The mobile phone is on the table. ______ belongs to my father.,,,,,It,FillBlank,,
F_ENG_L108_Q1083,108,Fill in the Blank : Pronoun,Mary and Anna are singing together. ______ sound wonderful.,,,,,They,FillBlank,,
F_ENG_L108_Q1084,108,Fill in the Blank : Pronoun,I am learning English grammar. ______ practice every day.,,,,,I,FillBlank,,
F_ENG_L108_Q1085,108,Fill in the Blank : Pronoun,The horse is running very fast. ______ is winning the race.,,,,,It,FillBlank,,
F_ENG_L108_Q1086,108,Fill in the Blank : Pronoun,My cousins came to visit us yesterday. ______ stayed for two days.,,,,,They,FillBlank,,
F_ENG_L108_Q1087,108,Fill in the Blank : Pronoun,Dr. Rahman checked the patient carefully. ______ prescribed some medicine.,,,,,He,FillBlank,,
F_ENG_L108_Q1088,108,Fill in the Blank : Pronoun,The lamp is very bright. ______ lights up the whole room.,,,,,It,FillBlank,,
F_ENG_L108_Q1089,108,Fill in the Blank : Pronoun,Emma and I are preparing for the competition. ______ hope to win.,,,,,We,FillBlank,,
F_ENG_L108_Q1090,108,Fill in the Blank : Pronoun,The monkey climbed the tree quickly. ______ was looking for fruit.,,,,,It,FillBlank,,
F_ENG_L108_Q1091,108,Fill in the Blank : Pronoun,The girls are practicing dance. ______ will perform tomorrow.,,,,,They,FillBlank,,
F_ENG_L109_Q1092,109,Fill in the Blank : Pronoun,The baby is crying loudly. ______ is hungry.,,,,,It,FillBlank,,
F_ENG_L109_Q1093,109,Fill in the Blank : Pronoun,My parents are watching television. ______ are relaxing after dinner.,,,,,They,FillBlank,,
F_ENG_L109_Q1094,109,Fill in the Blank : Pronoun,Ali is my neighbor. ______ helps everyone in the community.,,,,,He,FillBlank,,
F_ENG_L109_Q1095,109,Fill in the Blank : Pronoun,The birds are flying south for the winter. ______ travel long distances.,,,,,They,FillBlank,,
F_ENG_L109_Q1096,109,Fill in the Blank : Pronoun,The bicycle is new. ______ belongs to my brother.,,,,,It,FillBlank,,
F_ENG_L109_Q1097,109,Fill in the Blank : Pronoun,Sara is a talented artist. ______ paints beautiful pictures.,,,,,She,FillBlank,,
F_ENG_L109_Q1098,109,Fill in the Blank : Pronoun,You and your brother are very helpful. ______ always assist others.,,,,,You,FillBlank,,
F_ENG_L109_Q1099,109,Fill in the Blank : Pronoun,The children are reading storybooks. ______ enjoy fairy tales.,,,,,They,FillBlank,,
F_ENG_L109_Q1100,109,Fill in the Blank : Pronoun,My uncle is a farmer. ______ grows vegetables and fruits.,,,,,He,FillBlank,,
F_ENG_L109_Q1101,109,Fill in the Blank : Pronoun,The clock stopped working. ______ needs a new battery.,,,,,It,FillBlank,,
F_ENG_L110_Q1102,110,Fill in the Blank : Pronoun,Mina and I are classmates. ______ sit in the same row.,,,,,We,FillBlank,,
F_ENG_L110_Q1103,110,Fill in the Blank : Pronoun,The elephant is the largest land animal. ______ has a long trunk.,,,,,It,FillBlank,,
F_ENG_L110_Q1104,110,Fill in the Blank : Pronoun,My aunt teaches English. ______ works at a high school.,,,,,She,FillBlank,,
F_ENG_L110_Q1105,110,Fill in the Blank : Pronoun,The players are warming up before the match. ______ look excited.,,,,,They,FillBlank,,
F_ENG_L110_Q1106,110,Fill in the Blank : Pronoun,I enjoy solving puzzles. ______ find them interesting.,,,,,I,FillBlank,,
F_ENG_L110_Q1107,110,Fill in the Blank : Pronoun,The fish is swimming in the pond. ______ looks colorful.,,,,,It,FillBlank,,
F_ENG_L110_Q1108,110,Fill in the Blank : Pronoun,Rahim and Karim are brothers. ______ study in the same school.,,,,,They,FillBlank,,
F_ENG_L110_Q1109,110,Fill in the Blank : Pronoun,Mr. Ali parked the bus. ______ checked the engine afterward.,,,,,He,FillBlank,,
F_ENG_L110_Q1110,110,Fill in the Blank : Pronoun,The flowers in the garden are blooming. ______ smell wonderful.,,,,,They,FillBlank,,
F_ENG_L110_Q1111,110,Fill in the Blank : Pronoun,Nina is preparing breakfast. ______ woke up early this morning.,,,,,She,FillBlank,,
F_ENG_L111_Q1112,111,Fill in the Blank : Describing Words,The lion has a thick mane. (Find all Describing words),,,,,thick,FillBlank,,
F_ENG_L111_Q1113,111,Fill in the Blank : Describing Words,The huge elephant waved its trunk. (Find all Describing words),,,,,huge,FillBlank,,
F_ENG_L111_Q1114,111,Fill in the Blank : Describing Words,I wrote with a blunt pencil. (Find all Describing words),,,,,blunt,FillBlank,,
F_ENG_L111_Q1115,111,Fill in the Blank : Describing Words,Mother cuts vegetables with a sharp knife. (Find all Describing words),,,,,sharp,FillBlank,,
F_ENG_L111_Q1116,111,Fill in the Blank : Describing Words,The boy climbed up a tall tree. (Find all Describing words),,,,,tall,FillBlank,,
F_ENG_L111_Q1117,111,Fill in the Blank : Describing Words,Niti is a clever girl. (Find all Describing words),,,,,clever,FillBlank,,
F_ENG_L111_Q1118,111,Fill in the Blank : Describing Words,Amit is my best friend. (Find all Describing words),,,,,best,FillBlank,,
F_ENG_L111_Q1119,111,Fill in the Blank : Describing Words,The young man swam across the big lake. (Find all Describing words),,,,,big,FillBlank,,
F_ENG_L111_Q1120,111,Fill in the Blank : Describing Words,Lisa wore a pink dress. (Find all Describing words),,,,,pink,FillBlank,,
F_ENG_L111_Q1121,111,Fill in the Blank : Describing Words,Hasan sat on a low chair. (Find all Describing words),,,,,low,FillBlank,,
F_ENG_L112_Q1122,112,Fill in the Blank : Describing Words,There was a high wall all around the garden. (Find all Describing words),,,,,high,FillBlank,,
F_ENG_L112_Q1123,112,Fill in the Blank : Describing Words,Adnan drives a red car. (Find all Describing words),,,,,red,FillBlank,,
F_ENG_L112_Q1124,112,Fill in the Blank : Describing Words,The big house stood on a hill. (Find all Describing words),,,,,big,FillBlank,,
F_ENG_L112_Q1125,112,Fill in the Blank : Describing Words,Robin had a bowl of hot soup. (Find all Describing words),,,,,hot,FillBlank,,
